full_name,neo,pha,sats,diameter,GM,BV,UB,IR,per_y,pdes,name
762 Pulcova (A913 RD),N,N,1,147.343,,0.658,0.345,,5.6,762,Pulcova
769 Tatjana (A913 TD),N,N,0,96.720,,,,,5.64,769,Tatjana
772 Tanete (A913 YD),N,N,0,126.473,,0.671,0.342,,5.2,772,Tanete
773 Irmintraud (A913 YF),N,N,0,91.672,,0.706,0.284,,4.84,773,Irmintraud
776 Berbericia (A914 BE),N,N,0,151.711,,0.724,0.390,,5.01,776,Berbericia
779 Nina (A914 BH),N,N,0,80.572,,,,,4.35,779,Nina
780 Armenia (A914 BJ),N,N,0,126.263,,,,,5.49,780,Armenia
784 Pickeringia (A914 FC),N,N,0,75.596,,,,,5.46,784,Pickeringia
786 Bredichina (A914 HD),N,N,0,108.309,,0.692,0.254,,5.68,786,Bredichina
788 Hohensteina (A914 HE),N,N,0,111.295,,,,,5.52,788,Hohensteina
790 Pretoria (A912 BE),N,N,0,170.37,,0.706,0.309,,6.27,790,Pretoria
791 Ani (A914 MB),N,N,0,116.865,,0.708,0.282,,5.52,791,Ani
795 Fini (A914 SF),N,N,0,85.263,,,,,4.56,795,Fini
804 Hispania (A915 FK),N,N,0,137.952,,0.727,0.390,,4.78,804,Hispania
806 Gyldenia (A915 HE),N,N,0,83.103,,,,,5.74,806,Gyldenia
814 Tauris (A916 AE),N,N,0,102.229,,0.701,0.316,,5.62,814,Tauris
849 Ara (A915 UB),N,N,0,80.756,,0.701,0.252,,5.58,849,Ara
850 Altona (A916 FG),N,N,0,80.90,,,,,5.19,850,Altona
866 Fatme (A917 DG),N,N,0,78.061,,,,,5.52,866,Fatme
886 Washingtonia (A917 WA),N,N,0,86.793,,,,,5.64,886,Washingtonia
893 Leopoldina (A918 KD),N,N,0,85.992,,0.670,0.226,,5.34,893,Leopoldina
895 Helio (A918 NA),N,N,0,109.568,,,,,5.73,895,Helio
907 Rhoda (A918 VA),N,N,0,82.660,,0.709,0.269,,4.68,907,Rhoda
909 Ulla (A919 CA),N,N,0,116.44,,0.689,0.279,,6.69,909,Ulla
912 Maritima (A919 HC),N,N,0,82.675,,,,,5.54,912,Maritima
914 Palisana (A919 NC),N,N,0,76.190,,0.741,0.368,,3.86,914,Palisana
924 Toni (A919 UF),N,N,0,85.49,,0.720,0.340,,5.04,924,Toni
927 Ratisbona (A920 DB),N,N,0,75.892,,0.722,0.401,,5.77,927,Ratisbona
940 Kordula (A920 TE),N,N,0,79.852,,0.580,0.363,,6.18,940,Kordula
952 Caia (A916 US),N,N,0,88.692,,,,,5.17,952,Caia
957 Camelia (A921 RF),N,N,0,91.548,,,,,4.99,957,Camelia
972 Cohnia (A922 BD),N,N,0,77.827,,,,,5.34,972,Cohnia
976 Benjamina (A922 FD),N,N,0,83.195,,0.740,0.250,,5.7,976,Benjamina
978 Aidamina (A922 KE),N,N,0,92.105,,0.677,0.252,,5.74,978,Aidamina
1015 Christa (A924 CF),N,N,0,82.350,,0.693,0.320,,5.74,1015,Christa
1021 Flammario (A924 EW),N,N,0,100.765,,0.656,0.230,,4.53,1021,Flammario
1028 Lydina (A923 VF),N,N,0,88.526,,0.684,0.276,,6.31,1028,Lydina
1031 Arctica (A924 LC),N,N,0,75.400,,0.680,0.325,,5.32,1031,Arctica
1093 Freda (1925 LA),N,N,0,116.73,,0.679,0.356,,5.55,1093,Freda
1107 Lictoria (1929 FB),N,N,0,79.079,,,,,5.69,1107,Lictoria
1114 Lorraine (1928 WA),N,N,0,75.631,,,,,5.45,1114,Lorraine
1115 Sabauda (1928 XC),N,N,0,75.907,,,,,5.45,1115,Sabauda
1171 Rusthawelia (1930 TA),N,N,0,82.229,,0.678,0.255,,5.66,1171,Rusthawelia
1177 Gonnessia (1930 WA),N,N,0,91.98,,0.668,0.244,,6.12,1177,Gonnessia
1180 Rita (1931 GE),N,N,0,97,,0.682,0.216,,7.94,1180,Rita
1212 Francette (1931 XC),N,N,0,76.387,,0.693,0.215,,7.84,1212,Francette
1241 Dysona (1932 EB1),N,N,0,79.190,,0.750,0.290,,5.7,1241,Dysona
1266 Tone (1927 BD),N,N,0,75.470,,0.732,0.317,,6.18,1266,Tone
1268 Libya (1930 HJ),N,N,0,96.710,,0.663,0.228,,7.95,1268,Libya
1269 Rollandia (1930 SH),N,N,0,104.893,,0.775,0.271,,7.73,1269,Rollandia
1303 Luthera (1928 FP),N,N,0,81.685,,,,,5.83,1303,Luthera
1323 Tugela (1934 LD),N,N,0,78.295,,,,,5.78,1323,Tugela
1390 Abastumani (1935 TA),N,N,0,95.849,,0.685,0.189,,6.36,1390,Abastumani
1467 Mashona (1938 OE),N,N,0,89.160,,0.743,0.373,,6.24,1467,Mashona
1512 Oulu (1939 FE),N,N,0,79.872,,0.715,0.190,,7.9,1512,Oulu
1754 Cunningham (1935 FE),N,N,0,79.52,,0.674,0.256,,7.81,1754,Cunningham
1902 Shaposhnikov (1972 HU),N,N,0,83.430,,0.729,0.254,,7.89,1902,Shaposhnikov
