"spkid","full_name","neo","pha","sats","diameter","GM","BV","UB","IR","per_y"
20001285,"  1285 Julietta (1933 QF)",N,N,0,42.430,,,,,5.18
20001286,"  1286 Banachiewicza (1933 QH)",N,N,0,21.474,,0.850,0.430,,5.25
20001287,"  1287 Lorcia (1933 QL)",N,N,0,21.678,,0.850,0.360,,5.23
20001288,"  1288 Santa (1933 QM)",N,N,0,31.378,,0.710,0.300,,4.9
20001289,"  1289 Kutaissi (1933 QR)",N,N,0,21.531,,0.800,0.380,,4.84
20001291,"  1291 Phryne (1933 RA)",N,N,0,27.418,,0.835,0.395,,5.22
20001294,"  1294 Antwerpia (1933 UB1)",N,N,0,37.199,,,,,4.41
20001295,"  1295 Deflotte (1933 WD)",N,N,0,47.407,,,,,6.24
20001296,"  1296 Andree (1933 WE)",N,N,0,26.298,,,,,3.76
20001297,"  1297 Quadea (1934 AD)",N,N,0,22.420,,,,,5.25
20001298,"  1298 Nocturna (1934 AE)",N,N,0,37.802,,,,,5.54
20001300,"  1300 Marcelle (1934 CL)",N,N,0,28.194,,,,,4.64
20001301,"  1301 Yvonne (1934 EA)",N,N,0,21.438,,,,,4.6
20001302,"  1302 Werra (A924 SE)",N,N,0,35.041,,,,,5.5
20001303,"  1303 Luthera (1928 FP)",N,N,0,81.685,,,,,5.83
20001304,"  1304 Arosa (1928 KC)",N,N,0,43.613,,,,,5.7
20001305,"  1305 Pongola (1928 OC)",N,N,0,24.110,,0.700,,,5.25
20001306,"  1306 Scythia (1930 OB)",N,N,0,66.780,,0.853,0.398,,5.57
20001308,"  1308 Halleria (1931 EB)",N,N,0,46.951,,,,,4.96
20001309,"  1309 Hyperborea (1931 TO)",N,N,0,57.570,,,,,5.75
20001312,"  1312 Vassar (1933 OT)",N,N,0,36.28,,,,,5.46
20001315,"  1315 Bronislawa (1933 SF1)",N,N,0,64.863,,,,,5.75
20001317,"  1317 Silvretta (1935 RC)",N,N,0,17.919,,0.724,0.285,,5.74
20001319,"  1319 Disa (1934 FO)",N,N,0,25.651,,,,,5.17
20001320,"  1320 Impala (1934 JG)",N,N,0,37.331,,,,,5.17
20001321,"  1321 Majuba (1934 JH)",N,N,0,37.137,,0.830,0.470,,5.04
20001323,"  1323 Tugela (1934 LD)",N,N,0,78.295,,,,,5.78
20001326,"  1326 Losaka (1934 NS)",N,N,0,26.336,,0.785,0.475,,4.36
20001327,"  1327 Namaqua (1934 RT)",N,N,0,22.318,,,,,4.63
20001328,"  1328 Devota (1925 UA)",N,N,0,53.697,,0.695,0.210,,6.57
20001329,"  1329 Eliane (1933 FL)",N,N,0,19.467,,0.873,0.443,,4.24
20001330,"  1330 Spiridonia (1925 DB)",N,N,0,68.417,,0.670,0.170,,5.64
20001331,"  1331 Solvejg (1933 QS)",N,N,0,36.824,,0.640,0.350,,5.46
20001332,"  1332 Marconia (1934 AA)",N,N,0,46.796,,,,,5.36
20001333,"  1333 Cevenola (1934 DA)",N,N,0,15.262,,,,,4.28
20001334,"  1334 Lundmarka (1934 OB)",N,N,0,27.621,,,,,4.97
20001336,"  1336 Zeelandia (1934 RW)",N,N,0,21.441,,0.810,0.366,,4.81
20001337,"  1337 Gerarda (1934 RA1)",N,N,0,40.875,,,,,4.97
20001339,"  1339 Desagneauxa (1934 XB)",N,N,0,24.450,,0.790,0.425,,5.25
20001340,"  1340 Yvette (1934 YA)",N,N,0,29.451,,,,,5.72
20001341,"  1341 Edmee (1935 BA)",N,N,0,23.859,,0.700,0.262,,4.54
20001343,"  1343 Nicole (1935 FC)",N,N,0,23.793,,,,,4.12
20001345,"  1345 Potomac (A908 CE)",N,N,0,72.976,,0.719,0.286,,7.95
20001347,"  1347 Patria (1931 VW)",N,N,0,32.40,,,,,4.13
20001348,"  1348 Michel (1933 FD)",N,N,0,16.290,,,,,4.66
20001349,"  1349 Bechuana (1934 LJ)",N,N,0,24.249,,,,,5.23
20001350,"  1350 Rosselia (1934 TA)",N,N,0,20.822,,0.854,0.373,,4.83
20001351,"  1351 Uzbekistania (1934 TF)",N,N,0,60.010,,,,,5.71
20001352,"  1352 Wawel (1935 CE)",N,N,0,19.979,,,,,4.63
20001353,"  1353 Maartje (1935 CU)",N,N,0,39.013,,,,,5.22
20001354,"  1354 Botha (1935 GK)",N,N,0,41.732,,,,,5.53
20001356,"  1356 Nyanza (1935 JH)",N,N,0,60.895,,,,,5.42
20001357,"  1357 Khama (1935 ND)",N,N,0,38.321,,0.726,,,5.69
20001358,"  1358 Gaika (1935 OB)",N,N,0,22.183,,,,,3.9
20001359,"  1359 Prieska (1935 OC)",N,N,0,46.096,,0.710,0.355,,5.5
20001360,"  1360 Tarka (1935 OD)",N,N,0,33.316,,,,,4.28
20001361,"  1361 Leuschneria (1935 QA)",N,N,0,29.637,,,,,5.4
20001362,"  1362 Griqua (1935 QG1)",N,N,0,26.936,,0.720,0.360,,5.76
20001364,"  1364 Safara (1935 VB)",N,N,0,21.197,,,,,5.25
20001366,"  1366 Piccolo (1932 WA)",N,N,0,27.55,,0.710,0.180,,4.87
20001368,"  1368 Numidia (1935 HD)",N,N,0,19.591,,0.860,0.360,,4.01
20001369,"  1369 Ostanina (1935 QB)",N,N,0,42.401,,,,,5.52
20001371,"  1371 Resi (1935 QJ)",N,N,0,27.155,,,,,5.72
20001372,"  1372 Haremari (1935 QK)",N,N,0,26.491,,,,,4.6
20001373,"  1373 Cincinnati (1935 QN)",N,N,0,19.448,,,,,6.32
20001378,"  1378 Leonce (1936 DB)",N,N,0,21.228,,,,,3.66
20001379,"  1379 Lomonosowa (1936 FC)",N,N,0,18.690,,0.830,0.440,,4.01
20001380,"  1380 Volodia (1936 FM)",N,N,0,21.188,,,,,5.58
20001381,"  1381 Danubia (1930 QJ)",N,N,0,19.825,,0.660,0.340,,3.93
20001383,"  1383 Limburgia (1934 RV)",N,N,0,23.399,,,,,5.41
20001384,"  1384 Kniertje (1934 RX)",N,N,0,26.517,,,,,4.38
20001385,"  1385 Gelria (1935 MJ)",N,N,0,19.526,,,,,4.53
20001388,"  1388 Aphrodite (1935 SS)",N,N,0,21.355,,0.860,0.490,,5.25
20001390,"  1390 Abastumani (1935 TA)",N,N,0,95.849,,0.685,0.189,,6.36
20001392,"  1392 Pierre (1936 FO)",N,N,0,26.44,,0.757,0.258,,4.21
20001395,"  1395 Aribeda (1936 OB)",N,N,0,19.919,,,,,5.74
20001397,"  1397 Umtata (1936 PG)",N,N,0,20.798,,0.690,0.210,,4.39
20001398,"  1398 Donnera (1936 QL)",N,N,0,24.553,,,,,5.62
20001400,"  1400 Tirela (1936 WA)",N,N,0,15.697,,,,,5.53
20001403,"  1403 Idelsonia (1936 QA)",N,N,0,26.531,,,,,4.48
20001404,"  1404 Ajax (1936 QW)",N,N,0,83.990,,,,,12.1
20001406,"  1406 Komppa (1936 RF)",N,N,0,24.243,,,,,4.43
20001407,"  1407 Lindelof (1936 WC)",N,N,0,20.310,,,,,4.59
20001408,"  1408 Trusanda (1936 WF)",N,N,0,35.423,,,,,5.49
20001409,"  1409 Isko (1937 AK)",N,N,0,35.54,,,,,4.38
20001410,"  1410 Margret (1937 AL)",N,N,0,21.083,,,,,5.24
20001411,"  1411 Brauna (1937 AM)",N,N,0,28.272,,,,,5.21
20001413,"  1413 Roucarie (1937 CD)",N,N,0,19.838,,,,,5.25
20001414,"  1414 Jerome (1937 CE)",N,N,0,15.105,,,,,4.66
20001416,"  1416 Renauxa (1937 EC)",N,N,0,27.552,,0.790,0.410,,5.24
20001417,"  1417 Walinskia (1937 GH)",N,N,0,16.874,,,,,5.13
20001420,"  1420 Radcliffe (1931 RJ)",N,N,0,20.524,,,,,4.55
20001421,"  1421 Esperanto (1936 FQ)",N,N,0,43.31,,,,,5.43
20001423,"  1423 Jose (1936 QM)",N,N,0,19.580,,,,,4.84
20001424,"  1424 Sundmania (1937 AJ)",N,N,0,64.691,,,,,5.7
20001426,"  1426 Riviera (1937 GF)",N,N,0,17.613,,,,,4.15
20001427,"  1427 Ruvuma (1937 KB)",N,N,0,35.406,,,,,4.56
20001428,"  1428 Mombasa (1937 NO)",N,N,0,52.464,,,,,4.71
20001434,"  1434 Margot (1936 FD1)",N,N,0,27.178,,0.809,0.404,,5.23
20001436,"  1436 Salonta (1936 YA)",N,N,0,53.769,,,,,5.58
20001437,"  1437 Diomedes (1937 PB)",N,N,0,117.786,,0.700,0.250,,11.9
20001438,"  1438 Wendeline (1937 TC)",N,N,0,37.511,,,,,5.61
20001439,"  1439 Vogtia (1937 TE)",N,N,0,50.561,,0.750,0.320,,7.98
20001440,"  1440 Rostia (1937 TF)",N,N,0,15.299,,,,,5.62
20001442,"  1442 Corvina (1937 YF)",N,N,0,16.947,,0.871,0.437,,4.88
20001443,"  1443 Ruppina (1937 YG)",N,N,0,16.467,,,,,5.03
20001444,"  1444 Pannonia (1938 AE)",N,N,0,26.363,,,,,5.6
20001445,"  1445 Konkolya (1938 AF)",N,N,0,20.332,,0.658,0.332,,5.5
20001448,"  1448 Lindbladia (1938 DF)",N,N,0,20.65,,,,,3.65
20001450,"  1450 Raimonda (1938 DP)",N,N,0,18.481,,,,,4.22
20001452,"  1452 Hunnia (1938 DZ1)",N,N,0,20.910,,,,,5.49
20001456,"  1456 Saldanha (1937 NG)",N,N,0,37.815,,0.690,0.340,,5.74
20001457,"  1457 Ankara (1937 PA)",N,N,0,17.834,,,,,4.42
20001458,"  1458 Mineura (1937 RC)",N,N,0,17.19,,,,,4.25
20001459,"  1459 Magnya (1937 VA)",N,N,0,29.188,,,,,5.6
20001461,"  1461 Jean-Jacques (1937 YL)",N,N,0,35.145,,0.715,0.210,,5.52
20001462,"  1462 Zamenhof (1938 CA)",N,N,0,27.366,,,,,5.58
20001463,"  1463 Nordenmarkia (1938 CB)",N,N,0,36.547,,,,,5.59
20001464,"  1464 Armisticia (1939 VO)",N,N,0,23.313,,,,,5.21
20001465,"  1465 Autonoma (1938 FA)",N,N,0,18.111,,,,,5.26
20001466,"  1466 Mundleria (1938 KA)",N,N,0,22.131,,,,,3.67
20001467,"  1467 Mashona (1938 OE)",N,N,0,89.160,,0.743,0.373,,6.24
20001469,"  1469 Linzia (1938 QD)",N,N,0,74.780,,,,,5.52
20001470,"  1470 Carla (1938 SD)",N,N,0,36.97,,,,,5.61
20001471,"  1471 Tornio (1938 SL1)",N,N,0,28.719,,,,,4.48
20001473,"  1473 Ounas (1938 UT)",N,N,0,18.164,,,,,4.13
20001477,"  1477 Bonsdorffia (1938 CC)",N,N,0,25.851,,0.733,,,5.75
20001479,"  1479 Inkeri (1938 DE)",N,N,0,15.206,,0.699,,,4.37
20001481,"  1481 Tubingia (1938 DR)",N,N,0,33.770,,0.920,0.370,,5.24
20001482,"  1482 Sebastiana (1938 DA1)",N,N,0,17.186,,0.880,,,4.87
20001484,"  1484 Postrema (1938 HC)",N,N,0,40.871,,,,,4.53
20001485,"  1485 Isa (1938 OB)",N,N,0,17.336,,,,,5.26
20001487,"  1487 Boda (1938 WC)",N,N,0,25.671,,,,,5.55
20001488,"  1488 Aura (1938 XE)",N,N,0,24.665,,,,,5.3
20001489,"  1489 Attila (1939 GC)",N,N,0,26.789,,,,,5.68
20001491,"  1491 Balduinus (1938 EJ)",N,N,0,21.941,,,,,5.83
20001493,"  1493 Sigrid (1938 QB)",N,N,0,28.905,,0.643,0.225,,3.79
20001497,"  1497 Tampere (1938 SB1)",N,N,0,15.519,,,,,4.92
20001498,"  1498 Lahti (1938 SK1)",N,N,0,31.605,,,,,5.47
20001502,"  1502 Arenda (1938 WB)",N,N,0,35.518,,,,,4.52
20001503,"  1503 Kuopio (1938 XD)",N,N,0,22.985,,,,,4.26
20001505,"  1505 Koranna (1939 HH)",N,N,0,22.277,,,,,4.34
20001510,"  1510 Charlois (1939 DC)",N,N,0,24.507,,,,,4.36
20001512,"  1512 Oulu (1939 FE)",N,N,0,79.872,,0.715,0.190,,7.9
20001516,"  1516 Henry (1938 BG)",N,N,0,26.442,,,,,4.24
20001517,"  1517 Beograd (1938 FD)",N,N,0,39.524,,,,,4.48
20001519,"  1519 Kajaani (1938 UB)",N,N,0,31.166,,,,,5.53
20001520,"  1520 Imatra (1938 UY)",N,N,0,53.435,,,,,5.49
20001524,"  1524 Joensuu (1939 SB)",N,N,0,45.056,,,,,5.48
20001529,"  1529 Oterma (1938 BC)",N,N,0,56.319,,0.764,0.386,,7.99
20001532,"  1532 Inari (1938 SM)",N,N,0,24.439,,0.840,0.360,,5.21
20001533,"  1533 Saimaa (1939 BD)",N,N,0,24.298,,0.790,0.450,,5.23
20001534,"  1534 Nasi (1939 BK)",N,N,0,22.12,,,,,4.51
20001535,"  1535 Paijanne (1939 RC)",N,N,0,23.836,,,,,5.64
20001537,"  1537 Transylvania (1940 QA)",N,N,0,20.288,,,,,5.35
20001539,"  1539 Borrelly (1940 UB)",N,N,0,26.791,,,,,5.57
20001540,"  1540 Kevola (1938 WK)",N,N,0,43.875,,,,,4.8
20001541,"  1541 Estonia (1939 CK)",N,N,0,22.000,,,,,4.6
20001542,"  1542 Schalen (1941 QE)",N,N,0,42.374,,,,,5.44
20001544,"  1544 Vinterhansenia (1941 UK)",N,N,0,24.561,,,,,3.66
20001545,"  1545 Thernoe (1941 UW)",N,N,0,18.656,,,,,4.61
20001546,"  1546 Izsak (1941 SG1)",N,N,0,26.438,,,,,5.65
20001547,"  1547 Nele (1929 CZ)",N,N,0,20.877,,0.798,0.355,,4.31
20001548,"  1548 Palomaa (1935 FK)",N,N,0,30.761,,,,,4.65
20001552,"  1552 Bessel (1938 DE1)",N,N,0,18.514,,,,,5.22
20001554,"  1554 Yugoslavia (1940 RE)",N,N,0,16.185,,,,,4.24
20001555,"  1555 Dejan (1941 SA)",N,N,0,23.199,,,,,4.42
20001556,"  1556 Wingolfia (1942 AA)",N,N,0,28.65,,0.708,0.202,,6.34
20001557,"  1557 Roehla (1942 AD)",N,N,0,18.766,,,,,5.23
20001558,"  1558 Jarnefelt (1942 BD)",N,N,0,54.977,,,,,5.79
20001560,"  1560 Strattonia (1942 XB)",N,N,0,23.825,,,,,4.4
20001561,"  1561 Fricke (1941 CG)",N,N,0,25.352,,,,,5.75
20001564,"  1564 Srbija (1936 TB)",N,N,0,41.681,,0.698,0.331,,5.65
20001567,"  1567 Alikoski (1941 HN)",N,N,0,69.242,,0.720,,,5.75
20001569,"  1569 Evita (1948 PA)",N,N,0,36.346,,,,,5.59
20001571,"  1571 Cesco (1950 FJ)",N,N,0,18.464,,,,,5.57
20001572,"  1572 Posnania (1949 SC)",N,N,0,31.500,,,,,5.49
20001574,"  1574 Meyer (1949 FD)",N,N,0,57.785,,,,,6.66
20001576,"  1576 Fabiola (1948 SA)",N,N,0,27.357,,0.632,0.405,,5.58
20001578,"  1578 Kirkwood (1951 AT)",N,N,0,47.077,,0.788,0.276,,7.79
20001579,"  1579 Herrick (1948 SB)",N,N,0,46.925,,0.645,0.289,,6.36
20001581,"  1581 Abanderada (1950 LA1)",N,N,0,29.508,,0.659,0.351,,5.61
20001582,"  1582 Martir (1950 LY)",N,N,0,37.252,,,,,5.6
20001583,"  1583 Antilochus (1950 SA)",N,N,0,108.842,,0.752,0.253,,11.7
20001584,"  1584 Fuji (1927 CR)",N,N,0,19.180,,0.908,0.440,,3.66
20001585,"  1585 Union (1947 RG)",N,N,0,55.271,,0.590,0.290,,5.01
20001587,"  1587 Kahrstedt (1933 FS1)",N,N,0,15.444,,,,,4.06
20001588,"  1588 Descamisada (1951 MH)",N,N,0,17.541,,,,,5.27
20001595,"  1595 Tanga (1930 ME)",N,N,0,26.572,,0.655,0.480,,4.3
20001596,"  1596 Itzigsohn (1951 EV)",N,N,0,45.534,,,,,4.91
20001599,"  1599 Giomus (1950 WA)",N,N,0,41.295,,,,,5.54
20001603,"  1603 Neva (1926 VH)",N,N,0,39.564,,,,,4.57
20001604,"  1604 Tombaugh (1931 FH)",N,N,0,32.33,,0.751,0.373,,5.25
20001605,"  1605 Milankovitch (1936 GA)",N,N,0,29.598,,,,,5.23
20001606,"  1606 Jekhovsky (1950 RH)",N,N,0,18.981,,0.734,0.390,,4.41
20001609,"  1609 Brenda (1951 NL)",N,N,0,29.64,,0.860,0.390,,4.15
20001611,"  1611 Beyer (1950 DJ)",N,N,0,24.444,,,,,5.66
20001612,"  1612 Hirose (1950 BJ)",N,N,0,18.956,,,,,5.46
20001613,"  1613 Smiley (1950 SD)",N,N,0,18.224,,,,,4.53
20001614,"  1614 Goldschmidt (1952 HA)",N,N,0,48.007,,,,,5.19
20001615,"  1615 Bardwell (1950 BW)",N,N,0,29.139,,0.692,0.329,,5.5
20001616,"  1616 Filipoff (1950 EA)",N,N,0,23.715,,,,,4.97
20001617,"  1617 Alschmitt (1952 FB)",N,N,0,21.283,,,,,5.76
20001618,"  1618 Dawn (1948 NF)",N,N,0,17.495,,,,,4.86
20001623,"  1623 Vivian (1948 PL)",N,N,0,27.851,,,,,5.57
20001624,"  1624 Rabe (1931 TT1)",N,N,0,26.270,,,,,5.69
20001625,"  1625 The NORC (1953 RB)",N,N,0,53.317,,0.732,0.311,,5.67
20001626,"  1626 Sadeya (1927 AA)",N,N,1,15.140,,,,,3.63
20001628,"  1628 Strobel (A923 RT)",N,N,0,59.345,,0.840,0.320,,5.23
20001630,"  1630 Milet (1952 DA)",N,N,0,19.168,,,,,5.28
20001632,"  1632 Siebohme (1941 DF)",N,N,0,29.351,,,,,4.33
20001633,"  1633 Chimay (1929 EC)",N,N,0,37.428,,,,,5.69
20001635,"  1635 Bohrmann (A924 EV)",N,N,0,17.127,,,,,4.82
20001637,"  1637 Swings (A907 GX)",N,N,0,52.994,,,,,5.37
20001638,"  1638 Ruanda (A912 HJ)",N,N,0,19.094,,,,,4.55
20001639,"  1639 Bower (1951 RB)",N,N,0,35.676,,0.677,0.368,,4.13
20001641,"  1641 Tana (1935 OJ)",N,N,0,25.66,,0.860,0.410,,5.25
20001642,"  1642 Hill (1951 RU)",N,N,0,16.240,,,,,4.56
20001645,"  1645 Waterfield (1933 OJ)",N,N,0,28.146,,,,,5.35
20001647,"  1647 Menelaus (1957 MK)",N,N,0,42.716,,,,,11.9
20001650,"  1650 Heckmann (1937 TG)",N,N,0,30.202,,0.638,0.200,,3.8
20001654,"  1654 Bojeva (1931 TL)",N,N,0,25.115,,,,,5.24
20001655,"  1655 Comas Sola (1929 WG)",N,N,0,35.943,,0.642,0.262,,4.65
20001659,"  1659 Punkaharju (1940 YL)",N,N,0,28.010,,,,,4.64
20001668,"  1668 Hanna (1933 OK)",N,N,0,24.813,,,,,4.7
20001669,"  1669 Dagmar (1934 RS)",N,N,0,42.377,,0.730,0.460,,5.59
20001670,"  1670 Minnaert (1934 RZ)",N,N,0,21.333,,0.660,,,4.94
20001672,"  1672 Gezelle (1935 BD)",N,N,0,26.205,,,,,5.64
20001673,"  1673 van Houten (1937 TH)",N,N,0,20.733,,,,,5.45
20001674,"  1674 Groeneveld (1938 DS)",N,N,0,32.386,,0.790,0.530,,5.71
20001678,"  1678 Hveen (1940 YH)",N,N,0,42.665,,,,,5.63
20001679,"  1679 Nevanlinna (1941 FR)",N,N,0,52.686,,,,,5.51
20001681,"  1681 Steinmetz (1948 WE)",N,N,0,16.159,,0.878,0.447,,4.43
20001683,"  1683 Castafiore (1950 SL)",N,N,0,21.159,,,,,4.52
20001684,"  1684 Iguassu (1951 QE)",N,N,0,30.210,,,,,5.43
20001686,"  1686 De Sitter (1935 SR1)",N,N,0,29.661,,,,,5.63
20001687,"  1687 Glarona (1965 SC)",N,N,0,37.850,,0.670,0.380,,5.63
20001688,"  1688 Wilkens (1951 EQ1)",N,N,0,16.239,,,,,4.24
20001690,"  1690 Mayrhofer (1948 VB)",N,N,0,33.810,,,,,5.3
20001691,"  1691 Oort (1956 RB)",N,N,0,33.644,,0.682,0.316,,5.62
20001692,"  1692 Subbotina (1936 QD)",N,N,0,36.075,,,,,4.65
20001693,"  1693 Hertzsprung (1935 LA)",N,N,0,37.772,,0.762,0.358,,4.68
20001694,"  1694 Kaiser (1934 SB)",N,N,0,15.678,,0.735,0.415,,3.71
20001695,"  1695 Walbeck (1941 UO)",N,N,0,18.953,,,,,4.65
20001698,"  1698 Christophe (1934 CS)",N,N,0,26.234,,,,,5.62
20001700,"  1700 Zvezdara (1940 QC)",N,N,0,20.176,,0.720,0.322,,3.63
20001701,"  1701 Okavango (1953 NJ)",N,N,0,19.461,,,,,5.62
20001702,"  1702 Kalahari (A924 NC)",N,N,0,34.645,,0.735,0.270,,4.83
20001708,"  1708 Polit (1929 XA)",N,N,0,28.706,,,,,4.97
20001711,"  1711 Sandrine (1935 BB)",N,N,0,22.929,,0.855,0.447,,5.23
20001712,"  1712 Angola (1935 KC)",N,N,0,66.892,,,,,5.62
20001715,"  1715 Salli (1938 GK)",N,N,0,24.165,,,,,3.71
20001716,"  1716 Peter (1934 GF)",N,N,0,26.656,,,,,4.52
20001719,"  1719 Jens (1950 DP)",N,N,0,19.914,,,,,4.33
20001721,"  1721 Wells (1953 TD3)",N,N,0,43.576,,,,,5.58
20001723,"  1723 Klemola (1936 FX)",N,N,0,33.449,,0.760,0.440,,5.23
20001724,"  1724 Vladimir (1932 DC)",N,N,0,38.476,,0.693,0.259,,4.47
20001725,"  1725 CrAO (1930 SK)",N,N,0,16.089,,,,,4.95
20001726,"  1726 Hoffmeister (1933 OE)",N,N,0,25.250,,,,,4.65
20001730,"  1730 Marceline (1936 UA)",N,N,0,15.203,,,,,4.65
20001731,"  1731 Smuts (1948 PH)",N,N,0,54.784,,,,,5.63
20001732,"  1732 Heike (1943 EY)",N,N,0,22.378,,,,,5.23
20001734,"  1734 Zhongolovich (1928 TJ)",N,N,0,26.425,,,,,4.63
20001735,"  1735 ITA (1948 RJ1)",N,N,0,61.865,,,,,5.56
20001737,"  1737 Severny (1966 TJ)",N,N,0,21.334,,,,,5.24
20001742,"  1742 Schaifers (1934 RO)",N,N,0,16.707,,,,,4.91
20001743,"  1743 Schmidt (4109 P-L)",N,N,0,19.338,,0.620,0.260,,3.89
20001746,"  1746 Brouwer (1963 RF)",N,N,0,62.524,,0.721,0.227,,7.86
20001748,"  1748 Mauderli (1966 RA)",N,N,0,44.908,,0.710,0.264,,7.86
20001749,"  1749 Telamon (1949 SB)",N,N,0,64.898,,,,,11.7
20001753,"  1753 Mieke (1934 JM)",N,N,0,19.445,,,,,5.23
20001754,"  1754 Cunningham (1935 FE)",N,N,0,79.52,,0.674,0.256,,7.81
20001755,"  1755 Lorbach (1936 VD)",N,N,0,24.878,,0.915,0.360,,5.44
20001760,"  1760 Sandra (1950 GB)",N,N,0,34.765,,,,,5.58
20001762,"  1762 Russell (1953 TZ)",N,N,0,17.033,,,,,4.88
20001764,"  1764 Cogshall (1953 VM1)",N,N,0,26.970,,,,,5.47
20001765,"  1765 Wrubel (1957 XB)",N,N,0,38.299,,0.750,0.270,,5.66
20001766,"  1766 Slipher (1962 RF)",N,N,0,19.099,,,,,4.56
20001767,"  1767 Lampland (1962 RJ)",N,N,0,15.448,,0.750,0.340,,5.25
20001768,"  1768 Appenzella (1965 SA)",N,N,0,20.221,,0.615,0.230,,3.83
20001771,"  1771 Makover (1968 BD)",N,N,0,46.886,,,,,5.54
20001776,"  1776 Kuiper (2520 P-L)",N,N,0,39.952,,,,,5.47
20001778,"  1778 Alfven (4506 P-L)",N,N,0,20.623,,,,,5.56
20001780,"  1780 Kippes (A906 RA)",N,N,0,28.164,,,,,5.23
20001782,"  1782 Schneller (1931 TL1)",N,N,0,21.872,,,,,5.5
20001783,"  1783 Albitskij (1935 FJ)",N,N,0,24.268,,,,,4.34
20001786,"  1786 Raahe (1948 TL)",N,N,0,25.532,,,,,5.25
20001787,"  1787 Chiny (1950 SK)",N,N,0,19.900,,,,,5.21
20001788,"  1788 Kiess (1952 OZ)",N,N,0,20.993,,,,,5.5
20001791,"  1791 Patsayev (1967 RE)",N,N,0,29.394,,,,,4.55
20001792,"  1792 Reni (1968 BG)",N,N,0,23.625,,0.755,0.368,,4.63
20001794,"  1794 Finsen (1970 GA)",N,N,0,38.050,,0.695,0.312,,5.51
20001795,"  1795 Woltjer (4010 P-L)",N,N,0,23.894,,,,,4.65
20001796,"  1796 Riga (1966 KB)",N,N,0,68.167,,0.676,0.289,,6.16
20001799,"  1799 Koussevitzky (1950 OE)",N,N,0,18.196,,,,,5.26
20001801,"  1801 Titicaca (1952 SP1)",N,N,0,21.957,,,,,5.25
20001805,"  1805 Dirikis (1970 GD)",N,N,0,28.098,,,,,5.57
20001808,"  1808 Bellerophon (2517 P-L)",N,N,0,15.210,,,,,4.55
20001811,"  1811 Bruwer (4576 P-L)",N,N,0,28.072,,,,,5.55
20001812,"  1812 Gilgamesh (4645 P-L)",N,N,0,15.317,,,,,5.21
20001813,"  1813 Imhotep (7589 P-L)",N,N,0,19.099,,,,,4.39
20001815,"  1815 Beethoven (1932 CE1)",N,N,0,30.598,,0.617,0.330,,5.59
20001817,"  1817 Katanga (1939 MB)",N,N,0,15.90,,,,,3.65
20001819,"  1819 Laputa (1948 PC)",N,N,0,54.165,,,,,5.55
20001826,"  1826 Miller (1955 RC1)",N,N,0,23.099,,,,,5.19
20001828,"  1828 Kashirina (1966 PH)",N,N,0,27.016,,,,,5.36
20001832,"  1832 Mrkos (1969 PC)",N,N,0,29.351,,,,,5.77
20001833,"  1833 Shmakova (1969 PN)",N,N,0,16.706,,,,,4.28
20001834,"  1834 Palach (1969 QP)",N,N,0,17.156,,,,,5.25
20001836,"  1836 Komarov (1971 OT)",N,N,0,22.240,,,,,4.64
20001838,"  1838 Ursa (1971 UC)",N,N,0,40.054,,,,,5.77
20001841,"  1841 Masaryk (1971 UO1)",N,N,0,40.240,,,,,6.28
20001843,"  1843 Jarmila (1972 AB)",N,N,0,28.965,,,,,4.32
20001844,"  1844 Susilva (1972 UB)",N,N,0,26.800,,,,,5.23
20001845,"  1845 Helewalda (1972 UC)",N,N,0,19.930,,,,,5.12
20001847,"  1847 Stobbe (A916 CA)",N,N,0,17.427,,,,,4.22
20001848,"  1848 Delvaux (1933 QD)",N,N,0,17.030,,,,,4.87
20001849,"  1849 Kresak (1942 AB)",N,N,0,21.776,,,,,5.33
20001851,"  1851 Lacroute (1950 VA)",N,N,0,17.024,,,,,5.48
20001852,"  1852 Carpenter (1955 GA)",N,N,0,21.378,,,,,5.23
20001853,"  1853 McElroy (1957 XE)",N,N,0,23.807,,,,,5.37
20001859,"  1859 Kovalevskaya (1972 RS2)",N,N,0,44.634,,,,,5.75
20001860,"  1860 Barbarossa (1973 SK)",N,N,0,16.800,,,,,4.11
20001867,"  1867 Deiphobus (1971 EA)",N,N,0,118.220,,0.734,0.232,,11.6
20001868,"  1868 Thersites (2008 P-L)",N,N,0,68.163,,,,,12.2
20001869,"  1869 Philoctetes (4596 P-L)",N,N,0,22.655,,,,,11.8
20001870,"  1870 Glaukos (1971 FE)",N,N,0,47.649,,,,,12
20001871,"  1871 Astyanax (1971 FF)",N,N,0,27.828,,,,,11.9
20001872,"  1872 Helenos (1971 FG)",N,N,0,34.046,,,,,12.3
20001873,"  1873 Agenor (1971 FH)",N,N,0,50.799,,,,,11.9
20001874,"  1874 Kacivelia (A924 RC)",N,N,0,20.852,,,,,5.62
20001875,"  1875 Neruda (1969 QQ)",N,N,0,19.424,,,,,5.56
20001877,"  1877 Marsden (1971 FC)",N,N,0,35.642,,,,,7.84
20001881,"  1881 Shao (1940 PC)",N,N,0,24.083,,,,,5.64
20001882,"  1882 Rauma (1941 UJ)",N,N,0,17.766,,,,,5.21
20001887,"  1887 Virton (1950 TD)",N,N,0,20.848,,,,,5.21
20001889,"  1889 Pakhmutova (1968 BE)",N,N,0,35.243,,,,,5.43
