"full_name","neo","pha","sats","diameter","GM","BV","UB","IR","per_y","pdes","name"
"     1 Ceres (A801 AA)",N,N,0,939.4,62.6284,0.713,0.426,,4.6,1,Ceres
"     2 Pallas (A802 FA)",N,N,0,513,13.63,0.635,0.284,,4.61,2,Pallas
"     3 Juno (A804 RA)",N,N,0,246.596,,0.824,0.433,,4.36,3,Juno
"     4 Vesta (A807 FA)",N,N,0,525.4,17.288245,0.782,0.492,,3.63,4,Vesta
"     5 Astraea (A845 XA)",N,N,0,106.699,,0.826,0.411,,4.14,5,Astraea
"     6 Hebe (A847 NA)",N,N,0,185.18,,0.822,0.399,,3.78,6,Hebe
"     7 Iris (A847 PA)",N,N,0,199.83,,0.855,0.484,,3.69,7,Iris
"     8 Flora (A847 UA)",N,N,0,147.491,,0.885,0.489,,3.27,8,Flora
"     9 Metis (A848 HA)",N,N,0,190,,0.858,0.496,,3.69,9,Metis
"    10 Hygiea (A849 GA)",N,N,0,407.12,7.,0.696,0.351,,5.57,10,Hygiea
"    11 Parthenope (A850 JA)",N,N,0,142.887,,0.837,0.417,,3.84,11,Parthenope
"    12 Victoria (A850 RA)",N,N,0,115.087,,0.874,0.515,,3.57,12,Victoria
"    13 Egeria (A850 VA)",N,N,0,202.636,,0.745,0.452,,4.14,13,Egeria
"    14 Irene (A851 KA)",N,N,0,152,,0.833,0.388,,4.17,14,Irene
"    15 Eunomia (A851 OA)",N,N,0,231.689,,0.839,0.451,,4.3,15,Eunomia
"    16 Psyche (A852 FA)",N,N,0,222,1.53,0.729,0.299,,5,16,Psyche
"    17 Thetis (A852 HA)",N,N,0,84.899,,0.829,0.438,,3.88,17,Thetis
"    18 Melpomene (A852 MA)",N,N,0,139.594,,0.854,0.425,,3.48,18,Melpomene
"    19 Fortuna (A852 QA)",N,N,0,200,,0.719,0.324,,3.82,19,Fortuna
"    20 Massalia (A852 SA)",N,N,0,135.680,,0.854,0.463,,3.74,20,Massalia
"    21 Lutetia (A852 VA)",N,N,0,95.76,,0.686,0.189,,3.8,21,Lutetia
"    22 Kalliope (A852 WA)",N,N,1,167.536,0.491,0.715,0.234,,4.97,22,Kalliope
"    23 Thalia (A852 XA)",N,N,0,107.53,,0.859,0.442,,4.26,23,Thalia
"    24 Themis (A853 GA)",N,N,0,198,,0.684,0.336,,5.57,24,Themis
"    25 Phocaea (A853 GB)",N,N,0,61.054,,0.932,0.513,,3.72,25,Phocaea
"    26 Proserpina (A853 JA)",N,N,0,94.80,,0.891,0.525,,4.33,26,Proserpina
"    27 Euterpe (A853 VA)",N,N,0,96,,0.878,0.502,,3.6,27,Euterpe
"    28 Bellona (A854 EA)",N,N,0,120.90,,0.845,0.469,,4.63,28,Bellona
"    29 Amphitrite (A854 EB)",N,N,0,189.559,,0.838,0.449,,4.08,29,Amphitrite
"    30 Urania (A854 OA)",N,N,0,92.787,,0.873,0.459,,3.64,30,Urania
"    31 Euphrosyne (A854 RA)",N,N,1,267.080,,0.687,0.317,,5.62,31,Euphrosyne
"    32 Pomona (A854 UA)",N,N,0,80.76,,0.857,0.429,,4.16,32,Pomona
"    33 Polyhymnia (A854 UB)",N,N,0,52.929,,0.848,0.438,,4.87,33,Polyhymnia
"    34 Circe (A855 GA)",N,N,0,132.992,,0.707,0.357,,4.4,34,Circe
"    35 Leukothea (A855 HA)",N,N,0,103.055,,0.703,0.335,,5.22,35,Leukothea
"    36 Atalante (A855 TA)",N,N,0,132.842,,0.713,0.363,,4.55,36,Atalante
"    37 Fides (A855 TB)",N,N,0,108.35,,0.843,0.414,,4.29,37,Fides
"    38 Leda (A856 AA)",N,N,0,92.255,,0.726,0.419,,4.54,38,Leda
"    39 Laetitia (A856 CA)",N,N,0,179.484,,0.898,0.494,,4.61,39,Laetitia
"    40 Harmonia (A856 FA)",N,N,0,111.251,,0.854,0.432,,3.41,40,Harmonia
"    41 Daphne (A856 KA)",N,N,1,205.495,,0.726,0.363,,4.61,41,Daphne
"    42 Isis (A856 KB)",N,N,0,110.997,,0.874,0.462,,3.82,42,Isis
"    43 Ariadne (A857 GA)",N,N,0,71.340,,0.863,0.490,,3.27,43,Ariadne
"    44 Nysa (A857 KA)",N,N,0,70.64,,0.703,0.245,,3.77,44,Nysa
"    45 Eugenia (A857 MA)",N,N,2,202.327,,0.676,0.274,,4.49,45,Eugenia
"    46 Hestia (A857 QA)",N,N,0,131.471,,0.692,0.226,,4.01,46,Hestia
"    47 Aglaja (A857 RA)",N,N,0,168.174,,0.665,0.300,,4.9,47,Aglaja
"    48 Doris (A857 SA)",N,N,0,216.473,,0.716,0.442,,5.49,48,Doris
"    49 Pales (A857 SB)",N,N,0,166.252,,0.749,0.411,,5.46,49,Pales
"    50 Virginia (A857 TA)",N,N,0,84.074,,0.703,0.347,,4.32,50,Virginia
"    51 Nemausa (A858 BA)",N,N,0,138.159,,0.789,0.482,,3.64,51,Nemausa
"    52 Europa (A858 CA)",N,N,0,303.918,,0.679,0.338,,5.44,52,Europa
"    53 Kalypso (A858 GA)",N,N,0,97.262,,0.705,0.318,,4.24,53,Kalypso
"    54 Alexandra (A858 RA)",N,N,0,160.120,,0.727,0.357,,4.47,54,Alexandra
"    55 Pandora (A858 RB)",N,N,0,84.794,,0.704,0.242,,4.58,55,Pandora
"    56 Melete (A857 RB)",N,N,0,121.333,,0.697,0.312,,4.19,56,Melete
"    57 Mnemosyne (A859 SA)",N,N,0,112.59,,0.817,0.410,,5.6,57,Mnemosyne
"    58 Concordia (A860 FA)",N,N,0,106.517,,0.690,0.370,,4.44,58,Concordia
"    59 Elpis (A860 RA)",N,N,0,165.119,,0.662,0.285,,4.47,59,Elpis
"    60 Echo (A860 RB)",N,N,0,43.218,,0.854,0.452,,3.7,60,Echo
"    61 Danae (A860 RC)",N,N,0,85.937,,0.852,0.402,,5.16,61,Danae
"    62 Erato (A860 RD)",N,N,0,106.921,,0.708,0.378,,5.54,62,Erato
"    63 Ausonia (A861 CA)",N,N,0,116.044,,0.916,0.500,,3.71,63,Ausonia
"    64 Angelina (A861 EA)",N,N,0,58.292,,0.734,0.254,,4.39,64,Angelina
"    65 Cybele (A861 EB)",N,N,0,237.26,,0.690,0.271,,6.3,65,Cybele
"    66 Maja (A861 GA)",N,N,0,71.82,,0.697,0.360,,4.3,66,Maja
"    67 Asia (A861 HA)",N,N,0,56.309,,0.861,0.434,,3.77,67,Asia
"    68 Leto (A861 HB)",N,N,0,122.509,,0.845,0.488,,4.64,68,Leto
"    69 Hesperia (A861 HC)",N,N,0,138.13,,0.674,0.230,,5.14,69,Hesperia
"    70 Panopaea (A861 JA)",N,N,0,127.911,,0.740,0.390,,4.23,70,Panopaea
"    71 Niobe (A861 PA)",N,N,0,83.42,,0.803,0.439,,4.57,71,Niobe
"    72 Feronia (A861 KA)",N,N,0,74.966,,0.785,0.375,,3.41,72,Feronia
"    73 Klytia (A862 GA)",N,N,0,44.590,,,,,4.35,73,Klytia
"    74 Galatea (A862 QA)",N,N,0,118.71,,0.686,0.320,,4.64,74,Galatea
"    75 Eurydike (A862 SA)",N,N,0,62.377,,0.710,0.266,,4.38,75,Eurydike
"    76 Freia (A862 UA)",N,N,0,145.423,,0.704,0.298,,6.3,76,Freia
"    77 Frigga (A862 VA)",N,N,0,61.390,,0.746,0.249,,4.36,77,Frigga
"    78 Diana (A863 EA)",N,N,0,120.60,,0.713,0.380,,4.25,78,Diana
"    79 Eurynome (A863 RA)",N,N,0,63.479,,0.874,0.421,,3.82,79,Eurynome
"    80 Sappho (A864 JA)",N,N,0,68.563,,0.901,0.523,,3.48,80,Sappho
"    81 Terpsichore (A864 SA)",N,N,0,117.727,,0.701,0.346,,4.82,81,Terpsichore
"    82 Alkmene (A864 WA)",N,N,0,57.621,,0.814,0.380,,4.59,82,Alkmene
"    83 Beatrix (A865 HA)",N,N,0,110.503,,0.704,0.266,,3.79,83,Beatrix
"    84 Klio (A865 QA)",N,N,0,79.16,,0.733,0.445,,3.63,84,Klio
"    85 Io (A865 SA)",N,N,0,154.79,,0.668,0.294,,4.32,85,Io
"    86 Semele (A866 AA)",N,N,0,109.929,,0.703,0.321,,5.47,86,Semele
"    87 Sylvia (A866 KA)",N,N,2,253.051,,0.710,0.251,,6.48,87,Sylvia
"    88 Thisbe (A866 LA)",N,N,0,232,,0.681,0.305,,4.61,88,Thisbe
"    89 Julia (A866 PA)",N,N,0,145.483,,0.859,0.442,,4.08,89,Julia
"    90 Antiope (A866 TA)",N,N,1,115.974,,0.688,0.317,,5.58,90,Antiope
"    91 Aegina (A866 VA)",N,N,0,103.402,,0.724,0.317,,4.17,91,Aegina
"    92 Undina (A867 NA)",N,N,0,126.42,,0.725,0.275,,5.68,92,Undina
"    93 Minerva (A867 QA)",N,N,2,154.155,,0.685,0.315,,4.57,93,Minerva
"    94 Aurora (A867 RA)",N,N,0,204.89,,0.663,0.301,,5.6,94,Aurora
"    95 Arethusa (A867 WA)",N,N,0,147.969,,0.711,0.374,,5.36,95,Arethusa
"    96 Aegle (A868 DA)",N,N,0,177.774,,0.775,0.337,,5.33,96,Aegle
"    97 Klotho (A868 DB)",N,N,0,100.717,,0.716,0.226,,4.36,97,Klotho
"    98 Ianthe (A868 HA)",N,N,0,132.788,,0.749,0.375,,4.4,98,Ianthe
"    99 Dike (A868 KA)",N,N,0,67.354,,0.703,0.322,,4.35,99,Dike
"   100 Hekate (A868 NA)",N,N,0,85.734,,0.838,0.363,,5.43,100,Hekate
"   101 Helena (A868 PA)",N,N,0,65.84,,0.854,0.426,,4.15,101,Helena
"   102 Miriam (A868 QA)",N,N,0,82.595,,0.726,0.371,,4.34,102,Miriam
"   103 Hera (A868 RA)",N,N,0,83.908,,0.853,0.441,,4.45,103,Hera
"   104 Klymene (A868 RB)",N,N,0,136.553,,0.688,0.340,,5.57,104,Klymene
"   105 Artemis (A868 SA)",N,N,0,94.864,,0.693,0.317,,3.66,105,Artemis
"   106 Dione (A868 TA)",N,N,0,207.869,,0.743,0.464,,5.68,106,Dione
"   107 Camilla (A868 WA)",N,N,2,210.370,0.7475,0.705,0.298,,6.51,107,Camilla
"   108 Hecuba (A869 GB)",N,N,0,75.498,,0.855,0.502,,5.81,108,Hecuba
"   109 Felicitas (A869 TA)",N,N,0,82.588,,0.696,0.408,,4.42,109,Felicitas
"   110 Lydia (A870 HA)",N,N,0,86.09,,0.705,0.298,,4.52,110,Lydia
"   111 Ate (A870 PA)",N,N,0,126.344,,0.690,0.389,,4.18,111,Ate
"   112 Iphigenia (A870 SA)",N,N,0,69.818,,0.696,0.284,,3.8,112,Iphigenia
"   113 Amalthea (A871 EA)",N,N,0,50.137,,0.925,0.521,,3.66,113,Amalthea
"   114 Kassandra (A871 OA)",N,N,0,94.178,,0.768,0.269,,4.38,114,Kassandra
"   115 Thyra (A871 PA)",N,N,0,79.83,,0.851,0.431,,3.67,115,Thyra
"   116 Sirona (A871 RA)",N,N,0,71.70,,0.873,0.429,,4.61,116,Sirona
"   117 Lomia (A871 RB)",N,N,0,208.974,,0.687,0.306,,5.17,117,Lomia
"   118 Peitho (A872 EA)",N,N,0,40.211,,0.859,0.433,,3.81,118,Peitho
"   119 Althaea (A872 GA)",N,N,0,57.30,,0.874,0.342,,4.15,119,Althaea
"   120 Lachesis (A872 GB)",N,N,0,155.132,,0.707,0.383,,5.53,120,Lachesis
"   121 Hermione (A872 JA)",N,N,1,209.00,,0.739,0.425,,6.42,121,Hermione
"   122 Gerda (A872 OA)",N,N,0,70.676,,0.776,0.410,,5.81,122,Gerda
"   123 Brunhild (A872 OB)",N,N,0,45.209,,0.850,0.395,,4.42,123,Brunhild
"   124 Alkeste (A872 QA)",N,N,0,88.648,,0.844,0.424,,4.26,124,Alkeste
"   125 Liberatrix (A872 RA)",N,N,0,48.418,,0.705,0.239,,4.54,125,Liberatrix
"   126 Velleda (A872 VA)",N,N,0,44.82,,0.865,0.496,,3.81,126,Velleda
"   127 Johanna (A872 VB)",N,N,0,122,,,,,4.58,127,Johanna
"   128 Nemesis (A872 WA)",N,N,0,162.515,,0.685,0.392,,4.56,128,Nemesis
"   129 Antigone (A873 CA)",N,N,0,113,,0.717,0.245,,4.86,129,Antigone
"   130 Elektra (A873 DA)",N,N,3,180.652,,0.753,0.483,,5.52,130,Elektra
"   131 Vala (A873 KA)",N,N,0,31.337,,0.829,0.402,,3.79,131,Vala
"   132 Aethra (A873 LA)",N,N,0,42.87,,0.673,0.188,,4.22,132,Aethra
"   133 Cyrene (A873 QA)",N,N,0,72.175,,0.907,0.510,,5.37,133,Cyrene
"   134 Sophrosyne (A873 SA)",N,N,0,108,,0.690,0.322,,4.1,134,Sophrosyne
"   135 Hertha (A874 DA)",N,N,0,79.24,,0.698,0.269,,3.78,135,Hertha
"   136 Austria (A874 FA)",N,N,0,36.893,,0.752,0.247,,3.46,136,Austria
"   137 Meliboea (A874 HA)",N,N,0,128.678,,0.689,0.326,,5.52,137,Meliboea
"   138 Tolosa (A874 KA)",N,N,0,52.905,,0.877,0.490,,3.83,138,Tolosa
"   139 Juewa (A874 TA)",N,N,0,151.116,,0.693,0.287,,4.65,139,Juewa
"   140 Siwa (A874 TB)",N,N,0,109.79,,0.721,0.299,,4.52,140,Siwa
"   141 Lumen (A875 AA)",N,N,0,117.916,,,,,4.36,141,Lumen
"   142 Polana (A875 BA)",N,N,0,54.812,,0.621,0.236,,3.77,142,Polana
"   143 Adria (A875 DA)",N,N,0,95.377,,0.738,0.336,,4.59,143,Adria
"   144 Vibilia (A875 LA)",N,N,0,142.38,,0.727,0.402,,4.32,144,Vibilia
"   145 Adeona (A875 LB)",N,N,0,127.783,,0.701,0.352,,4.37,145,Adeona
"   146 Lucina (A875 LC)",N,N,0,160.310,,0.703,0.405,,4.48,146,Lucina
"   147 Protogeneia (A875 NA)",N,N,0,132.93,,0.678,0.293,,5.56,147,Protogeneia
"   148 Gallia (A875 PA)",N,N,0,97.75,,0.858,0.423,,4.61,148,Gallia
"   149 Medusa (A875 SA)",N,N,0,23.719,,0.803,0.500,,3.21,149,Medusa
"   150 Nuwa (A875 UA)",N,N,0,119.128,,0.706,0.275,,5.15,150,Nuwa
"   151 Abundantia (A875 VA)",N,N,0,39.037,,0.867,0.496,,4.17,151,Abundantia
"   152 Atala (A875 VB)",N,N,0,58.964,,0.882,0.452,,5.56,152,Atala
"   153 Hilda (A875 VC)",N,N,0,170.63,,0.669,0.243,,7.91,153,Hilda
"   154 Bertha (A875 VD)",N,N,0,192.611,,,,,5.71,154,Bertha
"   155 Scylla (A875 VE)",N,N,0,39.605,,0.688,0.234,,4.59,155,Scylla
"   156 Xanthippe (A875 WA)",N,N,0,143.346,,0.713,0.315,,4.52,156,Xanthippe
"   158 Koronis (A876 AA)",N,N,0,39.025,,0.859,0.394,,4.86,158,Koronis
"   159 Aemilia (A876 BA)",N,N,0,125.236,,0.700,0.380,,5.48,159,Aemilia
"   160 Una (A876 DA)",N,N,0,81.24,,0.718,0.363,,4.5,160,Una
"   161 Athor (A876 HA)",N,N,0,40.992,,0.719,0.208,,3.67,161,Athor
"   162 Laurentia (A876 HB)",N,N,0,97.021,,0.747,0.374,,5.24,162,Laurentia
"   163 Erigone (A876 HC)",N,N,0,81.579,,0.717,0.341,,3.64,163,Erigone
"   164 Eva (A876 NA)",N,N,0,100.254,,0.684,0.326,,4.27,164,Eva
"   165 Loreley (A876 PA)",N,N,0,180.083,,0.722,0.291,,5.53,165,Loreley
"   166 Rhodope (A876 PB)",N,N,0,52.393,,0.725,0.425,,4.4,166,Rhodope
"   167 Urda (A876 QA)",N,N,0,39.935,,0.837,0.400,,4.82,167,Urda
"   168 Sibylla (A876 SA)",N,N,0,145.366,,0.745,0.384,,6.2,168,Sibylla
"   169 Zelia (A876 SB)",N,N,0,37.517,,0.848,0.458,,3.62,169,Zelia
"   170 Maria (A877 AA)",N,N,0,33.136,,0.886,0.447,,4.08,170,Maria
"   171 Ophelia (A877 AB)",N,N,0,130.808,,0.695,0.341,,5.53,171,Ophelia
"   172 Baucis (A877 CA)",N,N,0,62.43,,0.890,0.499,,3.67,172,Baucis
"   173 Ino (A877 PA)",N,N,0,125.821,,0.705,0.305,,4.54,173,Ino
"   174 Phaedra (A877 RA)",N,N,0,64.849,,0.858,0.484,,4.84,174,Phaedra
"   175 Andromache (A877 TA)",N,N,0,94.532,,0.706,0.332,,5.69,175,Andromache
"   176 Iduna (A877 TB)",N,N,0,106.976,,,,,5.67,176,Iduna
"   177 Irma (A877 VA)",N,N,0,69.049,,0.730,0.350,,4.61,177,Irma
"   178 Belisana (A877 VB)",N,N,0,35.81,,0.904,0.486,,3.86,178,Belisana
"   179 Klytaemnestra (A877 VC)",N,N,0,69.946,,0.832,0.408,,5.13,179,Klytaemnestra
"   180 Garumna (A878 BA)",N,N,0,23.440,,0.829,0.451,,4.49,180,Garumna
"   181 Eucharis (A878 CB)",N,N,0,115.383,,0.815,0.379,,5.52,181,Eucharis
"   182 Elsa (A878 CC)",N,N,0,39.520,,0.862,0.425,,3.75,182,Elsa
"   183 Istria (A878 CD)",N,N,0,32.927,,0.842,0.359,,4.67,183,Istria
"   184 Dejopeja (A878 DA)",N,N,0,62.483,,0.699,0.227,,5.71,184,Dejopeja
"   185 Eunike (A878 EA)",N,N,0,160.464,,0.668,0.331,,4.53,185,Eunike
"   186 Celuta (A878 GA)",N,N,0,49.99,,0.859,0.397,,3.63,186,Celuta
"   187 Lamberta (A878 GB)",N,N,0,147.294,,0.709,0.348,,4.51,187,Lamberta
"   188 Menippe (A878 MA)",N,N,0,35.752,,0.891,0.386,,4.59,188,Menippe
"   189 Phthia (A878 RA)",N,N,0,38.490,,0.904,0.491,,3.84,189,Phthia
"   190 Ismene (A878 SA)",N,N,0,159,,0.683,0.269,,7.98,190,Ismene
"   191 Kolga (A878 SB)",N,N,0,94.536,,0.675,0.258,,4.93,191,Kolga
"   192 Nausikaa (A879 DA)",N,N,0,98.776,,0.927,0.487,,3.72,192,Nausikaa
"   193 Ambrosia (A879 DB)",N,N,0,26.302,,0.811,0.306,,4.19,193,Ambrosia
"   194 Prokne (A879 FA)",N,N,0,161.667,,0.724,0.341,,4.23,194,Prokne
"   195 Eurykleia (A879 HA)",N,N,0,93.109,,0.704,0.387,,4.88,195,Eurykleia
"   196 Philomela (A879 JA)",N,N,0,144.626,,0.852,0.451,,5.49,196,Philomela
"   197 Arete (A879 KA)",N,N,0,31.729,,0.908,0.496,,4.54,197,Arete
"   198 Ampella (A879 LA)",N,N,0,54.323,,0.885,0.421,,3.85,198,Ampella
"   199 Byblis (A879 NA)",N,N,0,76.129,,,,,5.62,199,Byblis
"   200 Dynamene (A879 OA)",N,N,0,128.301,,0.727,0.375,,4.53,200,Dynamene
"   201 Penelope (A879 PA)",N,N,0,85.877,,0.720,0.233,,4.38,201,Penelope
"   202 Chryseis (A879 RA)",N,N,0,86.15,,0.875,0.475,,5.37,202,Chryseis
"   203 Pompeja (A879 SA)",N,N,0,124.592,,0.702,0.293,,4.53,203,Pompeja
"   204 Kallisto (A879 TA)",N,N,0,48.566,,0.813,0.415,,4.37,204,Kallisto
"   205 Martha (A879 TB)",N,N,0,76.983,,0.688,0.350,,4.63,205,Martha
"   206 Hersilia (A879 TC)",N,N,0,113,,0.690,0.345,,4.53,206,Hersilia
"   207 Hedda (A879 UA)",N,N,0,57.880,,0.722,0.389,,3.45,207,Hedda
"   208 Lacrimosa (A879 UB)",N,N,0,40.056,,0.841,0.407,,4.92,208,Lacrimosa
"   209 Dido (A879 UC)",N,N,0,179.008,,0.691,0.294,,5.58,209,Dido
"   210 Isabella (A879 VA)",N,N,0,86.65,,0.667,0.248,,4.49,210,Isabella
"   211 Isolda (A879 XA)",N,N,0,141.125,,0.711,0.364,,5.32,211,Isolda
"   212 Medea (A880 CA)",N,N,0,136.12,,0.704,0.286,,5.51,212,Medea
"   213 Lilaea (A880 DA)",N,N,0,82.096,,0.650,0.221,,4.58,213,Lilaea
"   214 Aschera (A880 DB)",N,N,0,24.957,,0.700,0.217,,4.22,214,Aschera
"   215 Oenone (A880 GA)",N,N,0,35.210,,0.845,0.451,,4.6,215,Oenone
"   216 Kleopatra (A880 GB)",N,N,2,122,,0.713,0.238,,4.67,216,Kleopatra
"   217 Eudora (A880 QA)",N,N,0,65.392,,,,,4.85,217,Eudora
"   218 Bianca (A880 RA)",N,N,0,60.62,,0.859,0.443,,4.35,218,Bianca
"   219 Thusnelda (A880 SA)",N,N,0,37.674,,0.905,0.482,,3.61,219,Thusnelda
"   220 Stephania (A881 KA)",N,N,0,31.738,,,,,3.6,220,Stephania
"   221 Eos (A882 BA)",N,N,0,95.469,,0.768,0.410,,5.23,221,Eos
"   222 Lucia (A882 CA)",N,N,0,55.350,,0.688,0.395,,5.6,222,Lucia
"   223 Rosa (A882 EA)",N,N,0,79.806,,0.706,0.285,,5.44,223,Rosa
"   224 Oceana (A882 FA)",N,N,0,58.236,,0.748,0.201,,4.3,224,Oceana
"   225 Henrietta (A882 HA)",N,N,0,95.934,,0.648,0.282,,6.26,225,Henrietta
"   226 Weringia (A882 OA)",N,N,0,31.494,,,,,4.47,226,Weringia
"   227 Philosophia (A882 PA)",N,N,0,123.891,,,,,5.61,227,Philosophia
"   229 Adelinda (A882 QB)",N,N,0,105.912,,0.708,0.253,,6.33,229,Adelinda
"   230 Athamantis (A882 RA)",N,N,0,111.332,,0.871,0.440,,3.68,230,Athamantis
"   231 Vindobona (A882 RB)",N,N,0,73.545,,,,,4.98,231,Vindobona
"   232 Russia (A883 BA)",N,N,0,54.730,,0.709,0.366,,4.09,232,Russia
"   233 Asterope (A883 JA)",N,N,0,99.672,,0.775,0.321,,4.34,233,Asterope
"   234 Barbara (A883 PA)",N,N,0,45.476,,0.897,0.488,,3.68,234,Barbara
"   235 Carolina (A883 WA)",N,N,0,57.517,,0.897,0.541,,4.89,235,Carolina
"   236 Honoria (A884 HA)",N,N,0,77.708,,0.852,0.444,,4.68,236,Honoria
"   237 Coelestina (A884 MA)",N,N,0,41.08,,0.787,0.413,,4.59,237,Coelestina
"   238 Hypatia (A884 NA)",N,N,0,155.659,,0.739,0.383,,4.96,238,Hypatia
"   239 Adrastea (A884 QA)",N,N,0,37.609,,,,,5.11,239,Adrastea
"   240 Vanadis (A884 QB)",N,N,0,87.928,,0.705,0.368,,4.35,240,Vanadis
"   241 Germania (A884 RA)",N,N,0,168.90,,0.689,0.289,,5.32,241,Germania
"   242 Kriemhild (A884 SA)",N,N,0,40.802,,,,,4.84,242,Kriemhild
"   243 Ida (A884 SB)",N,N,1,32,0.00275,0.802,0.416,,4.84,243,Ida
"   245 Vera (A885 CA)",N,N,0,75.949,,0.841,0.476,,5.45,245,Vera
"   246 Asporina (A885 EA)",N,N,0,50.891,,0.990,0.602,,4.42,246,Asporina
"   247 Eukrate (A885 EB)",N,N,0,130.935,,0.691,0.295,,4.54,247,Eukrate
"   248 Lameia (A885 LA)",N,N,0,50.120,,0.830,0.340,,3.88,248,Lameia
"   249 Ilse (A885 QA)",N,N,0,34.83,,0.750,0.330,,3.67,249,Ilse
"   250 Bettina (A885 RA)",N,N,0,120.995,,0.728,0.262,,5.57,250,Bettina
"   251 Sophia (A885 TA)",N,N,0,27.495,,,,,5.45,251,Sophia
"   252 Clementina (A885 TB)",N,N,0,65.344,,,,,5.62,252,Clementina
"   253 Mathilde (A885 VA)",N,N,0,52.8,0.00689,,,,4.31,253,Mathilde
"   255 Oppavia (A886 FB)",N,N,0,56.939,,0.764,0.275,,4.55,255,Oppavia
"   256 Walpurga (A886 GA)",N,N,0,66.634,,,,,5.21,256,Walpurga
"   257 Silesia (A886 GB)",N,N,0,72.66,,0.761,0.384,,5.51,257,Silesia
"   258 Tyche (A886 JA)",N,N,0,64.78,,0.876,0.459,,4.23,258,Tyche
"   259 Aletheia (A886 MA)",N,N,0,174.318,,0.698,0.311,,5.54,259,Aletheia
"   260 Huberta (A886 TA)",N,N,0,101.539,,0.714,0.306,,6.41,260,Huberta
"   261 Prymno (A886 UA)",N,N,0,50.011,,0.700,0.299,,3.56,261,Prymno
"   263 Dresda (A886 VB)",N,N,0,23.952,,,,,4.91,263,Dresda
"   264 Libussa (A886 YA)",N,N,0,62.969,,0.840,0.419,,4.68,264,Libussa
"   265 Anna (A887 DA)",N,N,0,22.767,,,,,3.77,265,Anna
"   266 Aline (A887 KA)",N,N,0,109.494,,0.707,0.336,,4.7,266,Aline
"   267 Tirza (A887 KB)",N,N,0,55.998,,,,,4.62,267,Tirza
"   268 Adorea (A887 LA)",N,N,0,144.585,,0.663,0.285,,5.44,268,Adorea
"   269 Justitia (A887 SA)",N,N,0,50.728,,,,,4.23,269,Justitia
"   270 Anahita (A887 TA)",N,N,0,51.400,,0.866,0.530,,3.26,270,Anahita
"   271 Penthesilea (A887 TB)",N,N,0,65.901,,0.724,0.348,,5.2,271,Penthesilea
"   272 Antonia (A888 CA)",N,N,0,26.870,,,,,4.63,272,Antonia
"   273 Atropos (A888 EA)",N,N,0,29.768,,0.760,0.374,,3.71,273,Atropos
"   274 Philagoria (A888 GA)",N,N,0,27.307,,,,,5.34,274,Philagoria
"   275 Sapientia (A888 GB)",N,N,0,103,,0.723,0.324,,4.61,275,Sapientia
"   276 Adelheid (A888 HA)",N,N,0,114.723,,0.708,0.271,,5.5,276,Adelheid
"   277 Elvira (A888 JA)",N,N,0,30.422,,0.806,0.436,,4.9,277,Elvira
"   278 Paulina (A888 KA)",N,N,0,32.773,,,,,4.57,278,Paulina
"   279 Thule (A888 UA)",N,N,0,126.59,,0.746,0.232,,8.81,279,Thule
"   280 Philia (A888 UB)",N,N,0,45.69,,0.650,0.220,,5.04,280,Philia
"   282 Clorinde (A889 BA)",N,N,0,39.03,,0.628,0.274,,3.58,282,Clorinde
"   283 Emma (A889 CA)",N,N,1,132.385,,0.712,0.297,,5.32,283,Emma
"   284 Amalia (A889 KA)",N,N,0,52.95,,0.698,0.380,,3.63,284,Amalia
"   285 Regina (A889 PA)",N,N,0,47.156,,,,,5.43,285,Regina
"   286 Iclea (A889 PB)",N,N,0,94.30,,0.690,0.328,,5.71,286,Iclea
"   287 Nephthys (A889 QA)",N,N,0,59.615,,0.873,0.490,,3.61,287,Nephthys
"   288 Glauke (A890 DA)",N,N,0,28.981,,0.845,0.407,,4.58,288,Glauke
"   289 Nenetta (A890 EA)",N,N,0,37.586,,1.047,0.655,,4.87,289,Nenetta
"   292 Ludovica (A890 HB)",N,N,0,30.864,,0.860,0.440,,4.02,292,Ludovica
"   293 Brasilia (A890 KA)",N,N,0,57.486,,0.721,0.352,,4.84,293,Brasilia
"   294 Felicia (A890 NA)",N,N,0,51.865,,,,,5.6,294,Felicia
"   295 Theresia (A890 QA)",N,N,0,28.340,,0.862,0.501,,4.68,295,Theresia
"   297 Caecilia (A890 RA)",N,N,0,39.48,,,,,5.64,297,Caecilia
"   298 Baptistina (A890 RB)",N,N,0,21.135,,,,,3.41,298,Baptistina
"   300 Geraldina (A890 TB)",N,N,0,67.373,,,,,5.73,300,Geraldina
"   301 Bavaria (A890 WA)",N,N,0,53.042,,,,,4.5,301,Bavaria
"   302 Clarissa (A890 VA)",N,N,0,38.53,,0.639,0.294,,3.73,302,Clarissa
"   303 Josephina (A891 CA)",N,N,0,124.923,,,,,5.52,303,Josephina
"   304 Olga (A891 CB)",N,N,0,65.990,,0.708,0.249,,3.72,304,Olga
"   305 Gordonia (A891 DA)",N,N,0,47.739,,0.919,0.507,,5.43,305,Gordonia
"   306 Unitas (A891 EA)",N,N,0,47.200,,0.864,0.453,,3.62,306,Unitas
"   307 Nike (A891 EB)",N,N,0,61.313,,0.669,0.267,,4.96,307,Nike
"   308 Polyxo (A891 FA)",N,N,0,128.578,,0.783,0.379,,4.56,308,Polyxo
